MovePad	-	movepadright.png	8.0	5.0		1	0		
MovePad	-	movepadup.png	8.0	6.0		0	-1		
Base	-	brick.png	8.0	7.0		
Base	-	brick.png	8.0	8.0		
MovePad	-	movepadup.png	8.0	9.0		0	-1		
MovePad	-	movepadleft.png	9.0	-1.0		-1	0		
Base	-	brick.png	9.0	0.0		
Base	-	brick.png	9.0	1.0		
Base	-	brick.png	9.0	2.0		
MovePad	-	movepadright.png	9.0	3.0		1	0		
Base	-	brick.png	9.0	4.0		
Base	-	brick.png	9.0	5.0		
MovePad	-	movepadright.png	9.0	6.0		1	0		
Base	-	brick.png	9.0	7.0		
Base	-	brick.png	9.0	8.0		
MovePad	-	movepadright.png	9.0	9.0		1	0		
MovePad	-	movepadleft.png	10.0	-1.0		-1	0		
MovePad	-	movepadup.png	10.0	0.0		0	-1		
MovePad	-	movepadup.png	10.0	1.0		0	-1		
MovePad	-	movepadup.png	10.0	2.0		0	-1		
MovePad	-	movepadup.png	10.0	3.0		0	-1		
MovePad	-	movepadup.png	10.0	4.0		0	-1		
MovePad	-	movepadup.png	10.0	5.0		0	-1		
MovePad	-	movepadup.png	10.0	6.0		0	-1		
MovePad	-	movepadup.png	10.0	7.0		0	-1		
MovePad	-	movepadup.png	10.0	8.0		0	-1		
MovePad	-	movepadup.png	10.0	9.0		0	-1		


Memory	TowerCutscene.mp4	Memory.gif	0.0	-1.0		
Character	-	down-Wizard.png	2.0	4.0		Ah!;I see you've found your way to my square!;I have good news and bad news for you.;The bad news is, from this square, I ther is probably no way to win, and you'll have to reset the level.;The good news is I've consumed a potion of memory loss, so I have forgotten whatever horrors you've done to me.	    Wizard		
PanelRotater	Rotate-B	rotatebutton.png	4.0	4.0		
PanelRotater	Rotate-A	rotatebutton.png	6.0	1.0		
PanelRotater	Rotate-C	rotatebutton.png	8.0	4.0		
PanelRotater	Rotate-E	rotatebutton.png	8.0	7.0		
Boulder	-	SpellBook.png	9.0	1.0		
PanelRotater	Rotate-D	rotatebutton.png	9.0	7.0		

